ID,Latitudine,Longitudine,Alloggio,Tipologia,Prezzo,Cibo,Animali ammessi,Stagione rilevante,Souvenir locali,Località
8268,45.762482404824745,9.87912871981878,Sì,Villaggio turistico,236,Vegetarian,No,Primavera-estate,Sì,Primavera-estate
8269,38.12910559156294,14.728155619935674,Sì,Bed & Breakfast,344,Vegetarian,No,Nessuna informazione,No,Primavera-estate
8270,46.216639162711715,9.974945441841186,Sì,Ostello,289,Vegan,Sì,Primavera-estate,No,Primavera-estate
8271,41.43529497985616,15.86905808669205,No,Gastronomia,239,Vegan,Sì,Primavera-estate,Sì,Primavera-estate
8272,42.12275069153902,14.683414072527476,No,Visite storico-culturali,192,Gluten-free,No,Primavera-estate,No,Nessuna informazione
8273,44.35458302406907,11.516464566228029,No,All'aperto,61,Vegan,No,Autunno-inverno,Sì,Autunno-inverno
8274,45.178499138515,10.528216153421354,No,Gastronomia,225,Vegetarian,No,Nessuna informazione,No,Autunno-inverno
8275,45.74237990881209,11.955407039379972,Sì,Ostello,351,Vegan,Sì,Primavera-estate,No,Primavera-estate
8276,37.82947407585725,15.246573209053839,No,Gastronomia,386,Vegan,No,Primavera-estate,Sì,Primavera-estate
8277,37.34497640648785,13.889975801502157,Sì,Hotel,295,Vegetarian,No,Nessuna informazione,Sì,Primavera-estate
8278,40.625180416460886,15.510289099423268,No,Visite storico-culturali,147,Gluten-free,No,Nessuna informazione,No,Autunno-inverno
8279,45.918001544743994,8.469007687236777,No,Gastronomia,432,Gluten-free,Sì,Nessuna informazione,Sì,Nessuna informazione
8280,38.10957844520994,15.20195958185112,No,Visite storico-culturali,252,Gluten-free,Sì,Autunno-inverno,No,Primavera-estate
8281,41.93318061505052,13.744249715297412,Sì,Hotel,209,Gluten-free,Sì,Autunno-inverno,No,Autunno-inverno
8282,41.48528220111659,14.732371144962855,Sì,Hotel,95,Vegan,Sì,Autunno-inverno,No,Nessuna informazione
8283,44.48773245004238,12.216168333226193,No,Gastronomia,487,Gluten-free,No,Autunno-inverno,No,Autunno-inverno
8284,40.549514564406884,17.293488485561717,Sì,Ostello,215,Vegetarian,No,Nessuna informazione,Sì,Autunno-inverno
8285,40.98905127650576,14.856350800818689,No,All'aperto,377,Vegetarian,Sì,Primavera-estate,No,Nessuna informazione
8286,41.908452299526544,13.377770394108703,Sì,Villaggio turistico,303,Nessuna informazione,No,Nessuna informazione,Sì,Nessuna informazione
8287,46.42856826450162,10.504887392848762,Sì,Ostello,236,Vegan,Sì,Primavera-estate,No,Autunno-inverno
8288,40.69681645066819,15.27366643185572,Sì,Villaggio turistico,324,Gluten-free,Sì,Primavera-estate,Sì,Nessuna informazione
8289,42.238977936825556,13.734786706149443,No,Visite storico-culturali,200,Vegetarian,Sì,Nessuna informazione,No,Primavera-estate
8290,46.70769081983808,12.126178727780989,No,All'aperto,339,Nessuna informazione,Sì,Primavera-estate,No,Autunno-inverno
8291,37.847526791219494,13.978738589608424,Sì,Hotel,303,Nessuna informazione,Sì,Primavera-estate,Sì,Primavera-estate
8292,45.50591286836059,11.77707932339122,Sì,Ostello,425,Vegetarian,No,Primavera-estate,Sì,Primavera-estate
8293,45.53436535818199,8.472086864355903,Sì,Bed & Breakfast,347,Nessuna informazione,No,Autunno-inverno,Sì,Primavera-estate
8294,41.56144159167481,13.452037572114518,Sì,Villaggio turistico,386,Vegetarian,Sì,Primavera-estate,No,Primavera-estate
8295,37.01378535251547,15.286141913606386,Sì,Villaggio turistico,361,Nessuna informazione,Sì,Primavera-estate,Sì,Autunno-inverno
8296,40.85712358728452,15.704347398597395,No,Gastronomia,358,Vegan,Sì,Nessuna informazione,Sì,Primavera-estate
8297,42.888294893945606,12.380936745507357,Sì,Ostello,343,Vegetarian,Sì,Primavera-estate,Sì,Autunno-inverno
8298,40.63502156040311,8.737961344384757,No,Visite storico-culturali,126,Gluten-free,Sì,Autunno-inverno,Sì,Nessuna informazione
8299,37.315692669919635,14.470000117104643,Sì,Ostello,60,Vegetarian,Sì,Primavera-estate,Sì,Autunno-inverno
8300,40.185440696216105,9.439382847631737,Sì,Villaggio turistico,100,Vegan,Sì,Autunno-inverno,No,Primavera-estate
8301,40.392683444075985,8.916687722299043,Sì,Hotel,448,Vegetarian,No,Nessuna informazione,No,Primavera-estate
8302,40.23688830853814,8.482519378615795,No,Visite storico-culturali,457,Gluten-free,Sì,Autunno-inverno,Sì,Autunno-inverno
8303,43.04432533032262,13.54438329941868,No,All'aperto,184,Gluten-free,No,Nessuna informazione,No,Primavera-estate
8304,44.82768526396181,7.770466060505843,Sì,Ostello,197,Vegetarian,Sì,Autunno-inverno,No,Autunno-inverno
8305,37.33351774820476,14.83599360892892,No,Visite storico-culturali,233,Vegan,Sì,Nessuna informazione,No,Nessuna informazione
8306,40.03682643532633,9.473777523257565,No,All'aperto,462,Vegetarian,No,Nessuna informazione,Sì,Nessuna informazione
8307,42.57072009650146,11.818265771326203,Sì,Bed & Breakfast,130,Nessuna informazione,No,Nessuna informazione,Sì,Autunno-inverno
8308,40.321156811241615,18.13836993384233,Sì,Bed & Breakfast,464,Gluten-free,Sì,Autunno-inverno,Sì,Nessuna informazione
8309,45.545130061757064,10.307925944741807,Sì,Ostello,257,Vegan,No,Autunno-inverno,No,Nessuna informazione
8310,40.47521884259487,15.459012846525216,Sì,Hotel,468,Gluten-free,No,Autunno-inverno,No,Primavera-estate
8311,38.99940754081173,16.15069155927338,No,Visite storico-culturali,176,Gluten-free,Sì,Primavera-estate,No,Nessuna informazione
8312,39.21156142072009,16.553301679495046,Sì,Hotel,332,Nessuna informazione,Sì,Primavera-estate,Sì,Nessuna informazione
8313,39.193906697640195,16.36143018888126,Sì,Bed & Breakfast,33,Gluten-free,Sì,Primavera-estate,Sì,Autunno-inverno
8314,39.455326320481014,16.020340239093052,Sì,Bed & Breakfast,254,Vegan,Sì,Nessuna informazione,No,Nessuna informazione
8315,42.34323985354522,11.567165621384667,Sì,Bed & Breakfast,456,Gluten-free,No,Primavera-estate,Sì,Primavera-estate
8316,41.920991693036605,15.2699494421644,No,Visite storico-culturali,330,Gluten-free,Sì,Autunno-inverno,Sì,Primavera-estate
8317,44.90935499741492,12.319040247767989,No,All'aperto,384,Gluten-free,Sì,Autunno-inverno,No,Primavera-estate
8318,45.33734906698489,10.446722148952437,Sì,Bed & Breakfast,75,Vegan,Sì,Primavera-estate,No,Nessuna informazione
8319,40.169815867939164,8.833499863158883,Sì,Ostello,170,Gluten-free,No,Primavera-estate,No,Primavera-estate
8320,39.68151675856013,15.960444734255692,Sì,Hotel,160,Vegan,No,Primavera-estate,Sì,Primavera-estate
8321,46.42722338734412,12.062429914824559,No,All'aperto,278,Nessuna informazione,No,Autunno-inverno,No,Primavera-estate
8322,46.190586131416815,11.039829044589904,No,Visite storico-culturali,52,Gluten-free,No,Primavera-estate,Sì,Nessuna informazione
8323,46.38011647409445,12.450731844726702,No,Visite storico-culturali,402,Vegetarian,Sì,Autunno-inverno,No,Nessuna informazione
8324,45.15872920721557,10.8116810202789,Sì,Bed & Breakfast,245,Nessuna informazione,No,Autunno-inverno,No,Primavera-estate
8325,44.08758976730772,10.471945545784964,No,Visite storico-culturali,232,Nessuna informazione,Sì,Primavera-estate,No,Autunno-inverno
8326,43.69707134513055,11.67961116135864,No,Visite storico-culturali,129,Vegetarian,No,Autunno-inverno,No,Primavera-estate
8327,41.09994753822587,16.07953895362167,No,Gastronomia,34,Gluten-free,Sì,Autunno-inverno,Sì,Nessuna informazione
8328,45.43496245190049,11.29956530886571,Sì,Hotel,420,Vegetarian,Sì,Primavera-estate,No,Primavera-estate
8329,39.88937569392883,9.625288055399329,No,Visite storico-culturali,349,Nessuna informazione,No,Nessuna informazione,Sì,Autunno-inverno
8330,40.306284448860495,17.95106100564121,Sì,Villaggio turistico,291,Vegetarian,No,Autunno-inverno,No,Nessuna informazione
8331,46.12847162046601,13.239916499892871,Sì,Villaggio turistico,435,Vegetarian,Sì,Primavera-estate,No,Nessuna informazione
8332,43.702581915531624,12.283120856426528,Sì,Hotel,145,Vegan,Sì,Autunno-inverno,No,Autunno-inverno
8333,40.73331390494019,13.92807039770187,Sì,Villaggio turistico,228,Vegan,Sì,Primavera-estate,No,Primavera-estate
8334,44.340851296106194,11.82206953938623,Sì,Villaggio turistico,230,Nessuna informazione,Sì,Primavera-estate,Sì,Primavera-estate
8335,44.66251873185316,9.154360977533257,Sì,Villaggio turistico,181,Vegan,Sì,Autunno-inverno,Sì,Nessuna informazione
8336,42.710640539047965,13.58661158807583,Sì,Villaggio turistico,262,Gluten-free,No,Nessuna informazione,No,Nessuna informazione
8337,38.006118570727196,15.32304785932888,Sì,Villaggio turistico,447,Gluten-free,No,Autunno-inverno,No,Autunno-inverno
8338,45.127553805457495,7.1141837756442206,Sì,Hotel,54,Gluten-free,Sì,Autunno-inverno,Sì,Primavera-estate
8339,40.996479646128094,15.988248077644592,Sì,Hotel,144,Vegan,Sì,Nessuna informazione,Sì,Autunno-inverno
8340,40.59753140522639,16.90491007304278,No,Gastronomia,420,Vegetarian,Sì,Autunno-inverno,Sì,Primavera-estate
8341,45.49240136967233,10.353801453360195,No,Visite storico-culturali,372,Nessuna informazione,Sì,Autunno-inverno,No,Primavera-estate
8342,45.32220916832842,12.195615907287355,No,All'aperto,278,Gluten-free,No,Nessuna informazione,No,Primavera-estate
8343,41.01817185938648,9.008408616075961,No,Visite storico-culturali,145,Vegan,No,Autunno-inverno,Sì,Autunno-inverno
8344,42.97346483757829,11.20713273314155,No,Gastronomia,231,Nessuna informazione,No,Nessuna informazione,No,Autunno-inverno
8345,39.89555297790978,9.559870639380748,Sì,Ostello,162,Vegetarian,No,Nessuna informazione,No,Primavera-estate
8346,44.829299419201114,10.342311306288163,Sì,Bed & Breakfast,84,Vegan,No,Primavera-estate,No,Autunno-inverno
8347,38.71374893830131,16.4817659373685,No,Visite storico-culturali,425,Nessuna informazione,No,Primavera-estate,No,Nessuna informazione
8348,43.458470494290616,10.441832439928573,Sì,Bed & Breakfast,357,Vegan,No,Autunno-inverno,No,Autunno-inverno
8349,44.951416112234455,9.779337077291535,Sì,Hotel,226,Vegetarian,No,Primavera-estate,No,Nessuna informazione
8350,44.01566588635662,12.565640114501864,No,Visite storico-culturali,152,Vegan,No,Primavera-estate,Sì,Nessuna informazione
8351,40.56965267720083,15.283697189625045,No,All'aperto,460,Gluten-free,Sì,Primavera-estate,No,Autunno-inverno
8352,46.09236664936642,8.440374093571043,No,Visite storico-culturali,214,Vegan,No,Nessuna informazione,No,Nessuna informazione
8353,45.65060881374111,12.066279903305212,No,Visite storico-culturali,22,Vegan,No,Autunno-inverno,Sì,Primavera-estate
8354,45.3527520747916,9.501025538752884,No,Gastronomia,137,Gluten-free,Sì,Autunno-inverno,Sì,Nessuna informazione
8355,43.03777755568068,12.735463194326506,No,All'aperto,100,Vegan,No,Autunno-inverno,Sì,Nessuna informazione
8356,41.69654707437332,12.511528202365799,No,Visite storico-culturali,174,Vegan,Sì,Autunno-inverno,Sì,Autunno-inverno
8357,45.68283115186572,12.920496670905038,Sì,Ostello,457,Nessuna informazione,Sì,Autunno-inverno,Sì,Nessuna informazione
8358,42.493349900442645,11.626124697736858,Sì,Ostello,406,Vegan,No,Autunno-inverno,Sì,Nessuna informazione
8359,44.42761679858058,12.020581245968362,Sì,Villaggio turistico,337,Vegan,Sì,Nessuna informazione,No,Nessuna informazione
8360,44.24793680515097,7.263081746753341,No,Visite storico-culturali,83,Vegan,No,Nessuna informazione,No,Primavera-estate
8361,46.97507291853245,11.57470373936147,No,Visite storico-culturali,317,Vegetarian,No,Autunno-inverno,No,Autunno-inverno
8362,41.912190968293054,15.773302825422014,Sì,Hotel,86,Vegetarian,Sì,Nessuna informazione,No,Primavera-estate
8363,43.97241094905151,11.500129540138968,Sì,Bed & Breakfast,190,Gluten-free,Sì,Nessuna informazione,No,Nessuna informazione
8364,43.81923021240216,11.342717076970377,Sì,Ostello,367,Nessuna informazione,Sì,Primavera-estate,No,Autunno-inverno
8365,41.866758587245606,15.538790840758594,Sì,Villaggio turistico,301,Nessuna informazione,Sì,Autunno-inverno,No,Primavera-estate
8366,43.9517770843329,12.185070457178734,No,All'aperto,142,Vegan,No,Nessuna informazione,Sì,Nessuna informazione
8367,43.672747980125926,12.749115300698778,No,Visite storico-culturali,195,Gluten-free,No,Primavera-estate,Sì,Nessuna informazione
8368,40.36260060619611,18.039006830024185,Sì,Bed & Breakfast,487,Vegan,Sì,Autunno-inverno,No,Nessuna informazione
8369,46.35450956161505,9.872768783667247,Sì,Hotel,342,Nessuna informazione,No,Autunno-inverno,Sì,Primavera-estate
8370,40.433607122378504,16.44788513586658,Sì,Hotel,330,Vegan,Sì,Nessuna informazione,Sì,Nessuna informazione
8371,41.13529205785955,16.657556325135936,No,All'aperto,299,Vegetarian,No,Nessuna informazione,No,Primavera-estate
8372,38.27471507296247,16.27953965141248,Sì,Ostello,420,Nessuna informazione,Sì,Primavera-estate,No,Autunno-inverno
8373,41.832521426726515,15.47719179097443,Sì,Bed & Breakfast,20,Vegetarian,No,Primavera-estate,No,Autunno-inverno
8374,44.77381947179258,11.4439570447895,Sì,Ostello,198,Vegan,Sì,Autunno-inverno,Sì,Autunno-inverno
8375,38.65740874227014,16.360314234363077,No,Visite storico-culturali,221,Vegan,Sì,Primavera-estate,Sì,Nessuna informazione
8376,45.4170211248538,10.846913509981295,No,Visite storico-culturali,471,Gluten-free,Sì,Nessuna informazione,Sì,Autunno-inverno
8377,37.79824439781428,13.828424422007837,Sì,Hotel,223,Gluten-free,Sì,Nessuna informazione,No,Primavera-estate
8378,44.05997748071494,11.15160459816669,No,Visite storico-culturali,312,Gluten-free,Sì,Primavera-estate,No,Nessuna informazione
8379,44.20425969643543,7.740977760107134,No,All'aperto,278,Gluten-free,No,Nessuna informazione,No,Nessuna informazione
8380,46.41066224202207,13.023465940272802,No,All'aperto,307,Gluten-free,No,Autunno-inverno,No,Primavera-estate
8381,46.46410509486862,12.493480493826507,No,All'aperto,416,Nessuna informazione,Sì,Nessuna informazione,Sì,Primavera-estate
8382,45.50454587336461,8.50344954875638,No,All'aperto,393,Gluten-free,No,Autunno-inverno,Sì,Nessuna informazione
8383,44.703418207348506,8.878362603632741,No,All'aperto,343,Vegetarian,Sì,Primavera-estate,Sì,Autunno-inverno
8384,45.83690407231951,13.17563979629646,Sì,Villaggio turistico,320,Gluten-free,No,Nessuna informazione,Sì,Autunno-inverno
8385,41.16699047049956,15.97281936633686,Sì,Ostello,31,Gluten-free,Sì,Primavera-estate,No,Autunno-inverno
8386,44.80710378948401,8.051856346091192,Sì,Hotel,78,Vegetarian,No,Nessuna informazione,Sì,Autunno-inverno
8387,40.31760230177523,16.30083199613758,No,Gastronomia,489,Nessuna informazione,No,Primavera-estate,Sì,Autunno-inverno
8388,45.656465576486795,11.725337134446853,Sì,Hotel,122,Nessuna informazione,Sì,Primavera-estate,No,Nessuna informazione
8389,43.47050071783103,12.041490101755551,Sì,Ostello,327,Nessuna informazione,Sì,Nessuna informazione,No,Autunno-inverno
8390,42.827238059860534,11.117311062760605,Sì,Ostello,109,Gluten-free,No,Primavera-estate,Sì,Nessuna informazione
8391,40.157511394232706,15.678358850199572,Sì,Villaggio turistico,192,Nessuna informazione,No,Nessuna informazione,Sì,Nessuna informazione
8392,42.77459032717036,10.41202580169031,No,Visite storico-culturali,474,Nessuna informazione,No,Primavera-estate,Sì,Autunno-inverno
8393,44.89467607966303,8.727956959133396,No,All'aperto,482,Gluten-free,Sì,Primavera-estate,Sì,Primavera-estate
8394,42.11300404739049,12.076763836678207,No,All'aperto,325,Vegan,No,Nessuna informazione,No,Autunno-inverno
8395,41.08220033371615,8.984422836201103,Sì,Ostello,94,Gluten-free,Sì,Nessuna informazione,Sì,Autunno-inverno
8396,45.63880345884926,10.02947713922431,No,Visite storico-culturali,226,Vegan,Sì,Nessuna informazione,Sì,Autunno-inverno
8397,44.282861467499075,11.226064453944343,Sì,Villaggio turistico,109,Gluten-free,Sì,Primavera-estate,No,Nessuna informazione
8398,40.39663272725631,17.49212500186752,No,All'aperto,95,Vegan,No,Primavera-estate,Sì,Autunno-inverno
8399,43.496371786541104,12.3856211418444,Sì,Bed & Breakfast,475,Vegan,No,Nessuna informazione,No,Autunno-inverno
8400,41.14277108069065,16.53981172447257,No,All'aperto,76,Vegetarian,No,Nessuna informazione,Sì,Primavera-estate
8401,44.898195600748494,11.017732739060413,No,Gastronomia,422,Gluten-free,No,Autunno-inverno,No,Autunno-inverno
8402,41.02299099827526,15.704139862801409,No,All'aperto,417,Gluten-free,No,Autunno-inverno,Sì,Nessuna informazione
8403,40.425733840942584,17.765974603895224,No,Gastronomia,83,Gluten-free,Sì,Nessuna informazione,No,Autunno-inverno
8404,42.13467655352618,11.901791196636822,No,All'aperto,102,Vegetarian,No,Primavera-estate,Sì,Autunno-inverno
8405,39.68501651580333,16.278587555093267,No,Gastronomia,397,Nessuna informazione,No,Primavera-estate,No,Autunno-inverno
8406,42.6323723457496,11.132441808657445,Sì,Bed & Breakfast,371,Vegan,No,Autunno-inverno,Sì,Nessuna informazione
8407,43.7547530006768,11.95988555095625,No,Gastronomia,410,Vegetarian,Sì,Primavera-estate,Sì,Autunno-inverno
8408,42.731470712879286,11.526584625031465,No,All'aperto,82,Nessuna informazione,Sì,Nessuna informazione,Sì,Nessuna informazione
8409,40.423059150365575,8.570988873479157,No,All'aperto,378,Vegetarian,No,Nessuna informazione,No,Nessuna informazione
8410,45.72043750041601,8.772237852832742,No,All'aperto,142,Vegan,No,Nessuna informazione,No,Nessuna informazione
8411,39.65375133700067,16.32983875305587,No,Gastronomia,52,Vegan,No,Primavera-estate,No,Primavera-estate
8412,45.94216860773793,9.898326207546619,Sì,Bed & Breakfast,258,Gluten-free,No,Nessuna informazione,Sì,Nessuna informazione
8413,45.05761955419661,8.310771032713888,Sì,Villaggio turistico,253,Vegetarian,Sì,Nessuna informazione,No,Nessuna informazione
8414,42.55804454828134,12.587039827685814,Sì,Hotel,327,Vegan,Sì,Autunno-inverno,No,Autunno-inverno
8415,38.52053099969617,16.10144608213752,Sì,Hotel,384,Gluten-free,Sì,Nessuna informazione,No,Primavera-estate
8416,39.52843067723201,9.219041197740953,Sì,Ostello,265,Vegetarian,No,Nessuna informazione,No,Nessuna informazione
8417,40.04674448390178,8.780445532856595,No,Gastronomia,118,Vegetarian,No,Autunno-inverno,Sì,Primavera-estate
8418,40.18696805127846,18.213127532832253,No,Gastronomia,305,Vegan,No,Primavera-estate,No,Primavera-estate
8419,40.713990093212665,14.7122044255349,No,Visite storico-culturali,260,Nessuna informazione,Sì,Nessuna informazione,No,Primavera-estate
8420,42.41288155565066,11.150629286416454,Sì,Bed & Breakfast,142,Nessuna informazione,No,Autunno-inverno,No,Autunno-inverno
8421,45.63929061773009,9.935053316393333,Sì,Hotel,287,Gluten-free,Sì,Autunno-inverno,No,Autunno-inverno
8422,41.4379609586683,13.199011432022996,No,Visite storico-culturali,490,Vegan,Sì,Nessuna informazione,Sì,Primavera-estate
8423,41.86226074432643,13.398178748950867,No,Gastronomia,208,Nessuna informazione,No,Nessuna informazione,Sì,Nessuna informazione
8424,37.740245921379945,13.937154190554006,No,All'aperto,53,Gluten-free,No,Autunno-inverno,No,Autunno-inverno
8425,41.51271714373812,15.292387962215056,Sì,Ostello,316,Vegan,No,Primavera-estate,No,Autunno-inverno
8426,44.118218753651384,7.865605565179462,No,All'aperto,320,Gluten-free,Sì,Primavera-estate,Sì,Primavera-estate
8427,40.541731263195494,17.22168370557843,Sì,Hotel,177,Nessuna informazione,Sì,Autunno-inverno,No,Autunno-inverno
8428,46.5295307990161,12.38124224355241,No,Visite storico-culturali,126,Gluten-free,Sì,Nessuna informazione,Sì,Nessuna informazione
8429,38.19172460499144,16.214454077639555,Sì,Villaggio turistico,338,Vegan,Sì,Nessuna informazione,Sì,Autunno-inverno
8430,42.402802005017726,13.204609052813973,No,Visite storico-culturali,120,Vegan,Sì,Autunno-inverno,No,Autunno-inverno
8431,45.195246254125095,12.041257332498372,No,All'aperto,73,Vegan,No,Nessuna informazione,No,Primavera-estate
8432,38.485534838014516,16.364638750164055,No,All'aperto,307,Vegan,Sì,Nessuna informazione,Sì,Primavera-estate
8433,42.096775551727525,13.25012489824827,No,Gastronomia,498,Vegan,No,Autunno-inverno,Sì,Nessuna informazione
8434,44.5123776943644,7.129070086710058,Sì,Ostello,414,Nessuna informazione,No,Nessuna informazione,No,Primavera-estate
8435,37.663350921678976,13.55121437684454,Sì,Ostello,347,Vegan,Sì,Primavera-estate,Sì,Nessuna informazione
8436,40.88870907070671,9.164259151082744,No,Gastronomia,24,Gluten-free,Sì,Autunno-inverno,Sì,Nessuna informazione
8437,40.61953771797964,15.160718626804695,No,All'aperto,490,Vegan,No,Autunno-inverno,No,Primavera-estate
8438,46.53908012684488,11.191049425975855,Sì,Ostello,334,Gluten-free,No,Nessuna informazione,No,Primavera-estate
8439,42.335598520553305,12.25587087917281,Sì,Ostello,427,Gluten-free,No,Autunno-inverno,Sì,Primavera-estate
8440,42.3401629229168,13.057619957809896,No,Visite storico-culturali,386,Vegetarian,Sì,Nessuna informazione,No,Autunno-inverno
8441,45.048678543595734,6.7466910244231775,No,Visite storico-culturali,82,Vegetarian,No,Nessuna informazione,Sì,Primavera-estate
8442,46.03158541441938,11.338456612664542,No,Gastronomia,198,Vegan,Sì,Autunno-inverno,Sì,Primavera-estate
8443,41.255729759323344,16.125446598586326,Sì,Hotel,106,Vegetarian,Sì,Autunno-inverno,No,Primavera-estate
8444,42.68263628120548,13.320753303541583,Sì,Bed & Breakfast,144,Vegetarian,No,Autunno-inverno,Sì,Primavera-estate
8445,37.31679265744715,13.649443377370295,Sì,Hotel,467,Nessuna informazione,No,Autunno-inverno,Sì,Primavera-estate
8446,46.43188650818087,10.125281763794753,No,Visite storico-culturali,283,Gluten-free,No,Autunno-inverno,Sì,Autunno-inverno
8447,45.91239268666763,12.211264751717884,Sì,Ostello,168,Vegan,No,Nessuna informazione,No,Nessuna informazione
8448,42.29922190071894,11.739282072793792,No,All'aperto,107,Gluten-free,No,Nessuna informazione,Sì,Nessuna informazione
8449,39.93897760842748,8.642430347626192,Sì,Villaggio turistico,421,Vegan,Sì,Primavera-estate,Sì,Primavera-estate
8450,40.269734724820204,9.289599664747067,Sì,Bed & Breakfast,430,Gluten-free,No,Nessuna informazione,No,Autunno-inverno
8451,40.62485258156083,15.948305845199542,Sì,Ostello,55,Vegan,No,Autunno-inverno,Sì,Primavera-estate
8452,44.36375935242725,10.111849564935266,Sì,Villaggio turistico,466,Vegan,Sì,Nessuna informazione,Sì,Nessuna informazione
8453,43.547668649104324,12.10188420201364,No,Visite storico-culturali,381,Vegetarian,Sì,Nessuna informazione,Sì,Primavera-estate
8454,46.01029910976079,10.422412680979482,No,Visite storico-culturali,215,Gluten-free,Sì,Autunno-inverno,No,Primavera-estate
8455,45.107908393477594,9.087303607886728,No,Gastronomia,260,Vegan,Sì,Autunno-inverno,No,Primavera-estate
8456,44.040590363769674,10.478218354225136,No,Gastronomia,79,Nessuna informazione,Sì,Primavera-estate,Sì,Nessuna informazione
8457,40.023910585470304,16.549011922142945,Sì,Ostello,194,Vegetarian,Sì,Autunno-inverno,No,Autunno-inverno
8458,45.78203846603438,10.417343518366492,Sì,Bed & Breakfast,365,Vegetarian,Sì,Autunno-inverno,Sì,Autunno-inverno
8459,45.52089223157425,12.077143785009728,No,All'aperto,72,Vegan,Sì,Nessuna informazione,Sì,Autunno-inverno
8460,44.393531737081744,10.769903920425072,No,Visite storico-culturali,479,Nessuna informazione,Sì,Nessuna informazione,Sì,Primavera-estate
8461,45.66426994469826,10.585865714758086,No,Visite storico-culturali,250,Nessuna informazione,No,Nessuna informazione,Sì,Nessuna informazione
8462,43.42036124210213,13.469497994387481,Sì,Ostello,367,Nessuna informazione,No,Autunno-inverno,No,Primavera-estate
8463,42.25381729597501,12.958298658306934,No,Gastronomia,198,Nessuna informazione,Sì,Nessuna informazione,No,Primavera-estate
8464,43.62255646307898,11.189129340937779,No,All'aperto,212,Gluten-free,Sì,Autunno-inverno,Sì,Primavera-estate
8465,37.20981339132842,14.39657942487127,Sì,Villaggio turistico,105,Gluten-free,No,Autunno-inverno,No,Nessuna informazione
8466,44.34751884719549,9.283812636536497,Sì,Hotel,164,Vegan,No,Nessuna informazione,Sì,Autunno-inverno
8467,45.87038327332493,12.329445920400648,No,Gastronomia,249,Vegan,No,Autunno-inverno,Sì,Nessuna informazione
8468,43.547685787794705,12.972909447437559,Sì,Bed & Breakfast,498,Nessuna informazione,Sì,Autunno-inverno,No,Nessuna informazione
8469,37.793481499347465,13.105187335796685,No,All'aperto,381,Vegetarian,Sì,Autunno-inverno,Sì,Nessuna informazione
8470,46.451093554140755,13.292265453945223,Sì,Ostello,424,Vegan,Sì,Primavera-estate,No,Primavera-estate
8471,42.07224647505306,12.706858688182258,No,All'aperto,163,Vegan,Sì,Nessuna informazione,Sì,Primavera-estate
8472,38.96767859297896,8.595791215730621,No,Gastronomia,393,Nessuna informazione,No,Primavera-estate,No,Nessuna informazione
8473,46.79160279888319,11.887834324018552,Sì,Hotel,264,Vegan,No,Autunno-inverno,No,Primavera-estate
8474,44.00279978403887,7.932479223737806,No,Visite storico-culturali,35,Vegetarian,No,Primavera-estate,No,Primavera-estate
8475,40.46305028098884,16.457453990396335,Sì,Hotel,101,Nessuna informazione,Sì,Autunno-inverno,No,Primavera-estate
8476,43.78957767009044,12.44690151018078,No,Visite storico-culturali,106,Gluten-free,Sì,Primavera-estate,Sì,Autunno-inverno
8477,39.18701305718151,8.692342009835063,Sì,Villaggio turistico,295,Gluten-free,Sì,Nessuna informazione,No,Nessuna informazione
8478,43.520593806409835,11.84182702442647,Sì,Ostello,190,Vegan,No,Nessuna informazione,No,Primavera-estate
8479,39.85164142627813,9.240434603284246,Sì,Ostello,318,Vegetarian,Sì,Nessuna informazione,No,Nessuna informazione
8480,37.60671085830154,13.549053537502276,Sì,Ostello,40,Vegan,Sì,Primavera-estate,Sì,Autunno-inverno
8481,40.33503307655959,18.055032275982413,No,All'aperto,412,Nessuna informazione,No,Autunno-inverno,Sì,Primavera-estate
8482,40.88715151655995,16.725359917312733,No,All'aperto,307,Vegan,Sì,Primavera-estate,No,Nessuna informazione
8483,40.17043768644569,15.45690003871605,Sì,Villaggio turistico,81,Vegetarian,Sì,Nessuna informazione,Sì,Autunno-inverno
8484,46.63125815491304,11.082279958478487,No,All'aperto,185,Gluten-free,No,Nessuna informazione,Sì,Primavera-estate
8485,40.856700344254264,15.204257327513915,No,Visite storico-culturali,107,Vegetarian,Sì,Autunno-inverno,No,Primavera-estate
8486,40.19339899635646,18.29688350528885,No,Gastronomia,376,Gluten-free,No,Autunno-inverno,Sì,Primavera-estate
8487,43.314055259120465,10.551363915419783,No,Gastronomia,71,Vegan,No,Nessuna informazione,Sì,Nessuna informazione
8488,41.33291043714733,13.276513438278322,No,Gastronomia,320,Vegan,No,Nessuna informazione,Sì,Nessuna informazione
8489,37.64883252224519,13.546214351314784,No,Visite storico-culturali,144,Vegan,No,Autunno-inverno,No,Primavera-estate
8490,42.51767541591699,13.991589849818002,Sì,Villaggio turistico,88,Nessuna informazione,No,Autunno-inverno,Sì,Nessuna informazione
8491,43.39560163792665,11.709646833213048,No,Visite storico-culturali,134,Vegan,Sì,Autunno-inverno,No,Nessuna informazione
8492,40.43695088292954,8.859155371531154,Sì,Bed & Breakfast,277,Vegan,Sì,Autunno-inverno,Sì,Nessuna informazione
8493,36.88956824062959,15.125858090471382,No,Gastronomia,270,Vegan,No,Autunno-inverno,Sì,Primavera-estate
